    0,123,1,2,3,4,5,6,7,84,2,6,668,678,678,686,786,786,786,767,83,43,453    
1,0,1,2,3,4,5,6,7,84,2,6,667,678,678,686,786,786,786,767,83,43,453
2,123,0,2,3,4,5,6,7,84,2,6,667,678,678,676,786,786,786,787,83,43,453
3,123,1,0,3,4,5,6,7,84,2,6,667,678,678,676,786,786,786,867,83,43,453
4,123,1,2,0,4,5,6,7,84,2,6,667,678,678,786,786,786,786,767,83,43,453
5,123,1,2,3,0,5,6,7,84,2,6,678,678,678,676,786,786,786,767,83,43,453
6,123,1,2,3,4,0,55,7,84,2,6,667,678,678,676,786,786,786,767,83,43,453
7,123,1,2,3,4,5,0,7,84,2,6,667,678,678,676,786,786,786,867,83,43,453
8,123,1,2,3,4,5,6,0,84,2,6,668,678,678,686,786,786,786,787,83,43,453
9,123,1,2,3,4,5,6,7,0,2,6,668,678,678,67,786,786,786,787,83,43,453
10,123,1,2,3,4,5,6,7,84,0,6,668,688,678,678,786,786,786,786,83,43,453
11,123,1,2,3,4,5,6,7,84,2,0,667,678,678,687,786,786,786,786,83,43,453
12,123,1,2,3,4,5,6,7,84,2,6,0,68,678,676,786,786,786,767,83,43,453
13,123,1,2,3,4,5,6,7,84,2,6,668,0,678,676,786,786,786,786,83,43,453
14,123,1,2,3,4,5,6,7,84,2,6,668,678,0,676,786,786,786,867,83,43,453
15,123,1,2,3,4,5,6,7,84,2,6,668,678,678,0,786,786,786,867,83,43,453
16,123,1,2,3,4,5,6,7,84,2,6,668,678,678,676,0,786,786,867,83,43,453
17,123,1,2,3,4,5,6,7,84,2,6,667,78,678,678,786,0,786,767,83,43,453
18,123,1,2,3,4,5,6,7,84,2,6,668,68,678,676,786,786,0,867,83,43,453
19,123,1,2,3,4,5,6,7,84,2,6,668,678,678,686,786,786,786,0,83,43,453
20,123,1,2,3,4,5,6,7,84,2,6,668,68,678,676,786,786,786,787,0,43,453
21,123,1,2,3,4,5,6,7,84,2,6,668,678,678,676,786,786,786,787,83,0,453
22,123,1,2,3,4,5,6,7,84,2,6,668,68,678,676,786,786,786,786,83,43,0
